Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,893,893,870,1110,898,4724,4039
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,257,257,108,256,338,1222,1284
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,54,54,41,70,50,367,337
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,857,857,407,866,1072,3588,3672
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,184,184,63,188,153,805,736
REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,115,116,89,94,87,551,401
REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,958,956,1011,1125,1027,4787,3974
REGION LIMA,LIMA 1,IA ECOBESA San Juan,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,58,58,61,90,69,269,284
REGION LIMA,LIMA 1,IA ECOBESA Chosica,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,81,80,71,178,156,956,1137
REGION LIMA,LIMA 1,IA ECOBESA Chosica,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1524,1529,1264,1709,1301,7001,5939
REGION LIMA,LIMA 1,IA ECOBESA Chosica,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,105,105,80,102,35,389,263
REGION LIMA,LIMA 1,IA ECOBESA Ate,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,79,79,71,108,75,527,351
REGION LIMA,LIMA 1,IA ECOBESA Ate,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,2176,2173,1543,2395,2133,9529,8869
REGION LIMA,LIMA 1,IA ECOBESA Ate,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,39,39,70,39,78,223,240
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,46,52,15,18,24,88,102
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1282,1276,1110,1588,1299,6369,5703
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,105,105,172,130,104,566,433
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,83,82,106,75,104,310,403
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,606,606,752,824,833,3552,2863
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,7,7,16,7,8,43,45
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,151,151,59,210,111,890,622
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1956,1959,1392,2099,2400,8325,9512
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,92,92,124,125,39,473,297
REGION LIMA,LIMA 1,I1 ECOBESA Callao,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,86,86,39,94,78,408,357
REGION LIMA,LIMA 1,I1 ECOBESA Callao,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1417,1415,1303,1645,2164,6510,7167
REGION LIMA,LIMA 1,I1 ECOBESA Callao,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,88,88,234,233,111,924,538
REGION LIMA,LIMA 1,33 PACI VES,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,1,0,8,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,409,409,324,197,318,968,1223
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,499,499,180,311,794,1074,2836
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,10,10,17,42,15,213,93
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,19,10,19,21,21,117,103
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1,1,64,118,0,453,14
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,204,213,147,206,181,855,843
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,17,17,16,33,33,176,107
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,16,16,24,26,21,117,75
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,124,87,0,534,0
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,186,186,217,251,211,1044,763
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,15,15,14,12,21,67,64
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,8,8,6,0,6,11,16
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,16,44,0,235,0
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,187,187,230,220,229,860,766
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,14,14,24,52,7,166,39
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1,1,4,1,5,11,11
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,16,0,0,48,0
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,54,54,114,100,83,389,251
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,11,11,10,16,11,68,52
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,25,25,18,54,35,197,151
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,148,119,4,411,12
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,216,216,172,272,369,1122,1260
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,52,52,16,27,69,97,279
REGION CENTRO ORIENTE,Sub. Selva Alta,H8 PLANTA PUCUSANA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,87,87,0,118,118,355,355
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,17,17,16,14,23,61,106
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,60,60,38,98,11,351,49
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,308,308,163,333,279,1469,1193
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,52,52,17,78,79,293,321
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,13,13,13,12,15,49,49
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,10,10,14,7,2,76,16
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,123,123,164,153,128,582,500
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,8,8,20,14,21,45,80
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,41,41,22,39,43,169,156
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,23,23,48,107,2,489,58
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,290,290,187,357,339,1261,1192
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,42,42,27,67,86,293,303
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,10,10,10,6,5,20,22
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,6,0,0,0,1
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,66,66,88,65,78,253,279
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,7,7,34,5,27,60,85
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,12,12,26,20,26,108,90
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,8,8,99,95,3,420,19
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,257,257,369,383,329,1396,1272
REGION CENTRO ORIENTE,Sub. Nor Oriente,63 SANTA MoNICA TARAPOTO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,61,61,55,102,82,400,297
REGION CENTRO ORIENTE,Sub. Centro,A8 O.L. HUANCAYO May. Directo,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,32,11,0,56,0
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,98,98,79,115,78,486,316
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,96,96,224,262,77,1139,411
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,907,907,882,1283,1017,5260,3815
REGION CENTRO ORIENTE,Sub. Centro,71 BAJOPONTINA HUANCAYO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,32,32,55,88,45,381,178
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,27,27,15,57,38,143,125
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,6,5,0,14,5
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,269,269,26,196,199,814,801
REGION CENTRO ORIENTE,Sub. Centro,57 BAJOPONTINA HUANCAVELICA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,4,4,1,5,2,35,10
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,2,0,2,0
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,18,0,0,0,0
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,20,24,0,27,0
REGION CENTRO ORIENTE,Sub. Ayacucho,A2 MORVISA SAN FRANCISCO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,1,1,0,22,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,3,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,3,0,32,0
REGION CENTRO ORIENTE,Sub. Ayacucho,55 MORVISA HUANTA,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,2,0
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,70,70,0,62,45,248,77
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,170,170,0,290,21,1026,1205
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,370,373,0,446,413,1971,707
REGION CENTRO ORIENTE,Sub. Ayacucho,46 MORVISA AYACUCHO,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,62,58,0,57,53,285,89
REGION SUR,Sub. Tacna,87 CAMPOLI TACNA,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,32,32,115,45,29,303,150
